Window,2,Frequency Sweep
Trace,1,
7509.249575,-6.841267109,
22507.74873,-61.22364044,
37506.24788,-68.83901978,
52504.74703,-70.04096985,
67503.24618,-70.31193542,
82501.74533,-73.30664063,
97500.24448,-70.64942932,
112498.7436,-74.68824005,
127497.2428,-74.12699127,
142495.7419,-74.11508179,
157494.2411,-75.62114716,
172492.7402,-79.19628143,
187491.2394,-75.83652496,
202489.7385,-76.45189667,
217488.2377,-78.13137817,
232486.7368,-75.31053162,
247485.236,-77.29341125,
262483.7351,-77.59273529,
277482.2343,-78.26491547,
292480.7334,-76.84403992,
307479.2326,-78.48516846,
322477.7317,-77.38212585,
337476.2309,-77.1088562,
352474.73,-77.18122864,
367473.2292,-78.35567474,
382471.7283,-79.45146942,
397470.2275,-76.59423828,
412468.7266,-79.42458344,
427467.2258,-81.05332947,
442465.7249,-78.74371338,
457464.2241,-79.29696655,
472462.7232,-76.84737396,
487461.2224,-76.49710083,
502459.7215,-76.72877502,
517458.2207,-77.54007721,
532456.7198,-77.30851746,
547455.219,-76.76799011,
562453.7181,-80.00691223,
577452.2173,-81.16975403,
592450.7164,-81.16242981,
607449.2156,-74.94551849,
622447.7147,-77.34010315,
637446.2139,-72.2052002,
652444.713,-72.08162689,
667443.2122,-71.36624908,
682441.7113,-76.61627197,
697440.2105,-75.7689743,
712438.7096,-76.05072021,
727437.2088,-75.80269623,
742435.7079,-74.47221375,
757434.2071,-76.50159454,
772432.7062,-74.25968933,
787431.2054,-75.46972656,
802429.7045,-75.06494904,
817428.2037,-70.96296692,
832426.7028,-70.61732483,
847425.202,-70.00795746,
862423.7011,-66.84550476,
877422.2003,-67.77650452,
892420.6994,-66.61549377,
907419.1986,-68.00009918,
922417.6977,-64.90476227,
937416.1969,-66.11270142,
952414.696,-66.22384644,
967413.1952,-66.31807709,
982411.6943,-67.93208313,
997410.1935,-69.35001373,
1012408.693,-69.72611237,
1027407.192,-67.67423248,
1042405.691,-67.96523285,
1057404.19,-65.39985657,
1072402.689,-65.05658722,
1087401.188,-64.4903717,
1102399.688,-66.98673248,
1117398.187,-66.91648865,
1132396.686,-67.58540344,
1147395.185,-67.30175781,
1162393.684,-66.6335144,
1177392.183,-66.74266815,
1192390.682,-65.94689178,
1207389.182,-68.13864136,
1222387.681,-68.91670227,
1237386.18,-68.30934906,
1252384.679,-70.51914978,
1267383.178,-70.76445007,
1282381.677,-70.76559448,
1297380.176,-70.76133728,
1312378.676,-71.43177795,
1327377.175,-70.10657501,
1342375.674,-72.51991272,
1357374.173,-70.50157928,
1372372.672,-70.96087646,
1387371.171,-69.87770844,
1402369.671,-71.18157959,
1417368.17,-69.98130035,
1432366.669,-70.02613068,
1447365.168,-73.3677597,
1462363.667,-71.51127625,
1477362.166,-74.46634674,
1492360.665,-71.84024048,
1507359.165,-72.51339722,
1522357.664,-71.850914,
1537356.163,-74.47309875,
1552354.662,-71.02519226,
1567353.161,-73.85712433,
1582351.66,-73.42293549,
1597350.159,-71.65770721,
1612348.659,-71.22042847,
1627347.158,-70.73361969,
1642345.657,-70.42900085,
1657344.156,-70.16721344,
1672342.655,-70.69884491,
1687341.154,-70.9693985,
1702339.654,-71.12667084,
1717338.153,-72.73434448,
1732336.652,-74.54623413,
1747335.151,-71.8883667,
1762333.65,-74.68862915,
1777332.149,-72.32965088,
1792330.648,-73.67111969,
1807329.148,-74.63240051,
1822327.647,-74.32423401,
1837326.146,-74.44734955,
1852324.645,-73.94495392,
1867323.144,-74.36690521,
1882321.643,-74.20057678,
1897320.142,-75.15149689,
1912318.642,-74.70237732,
1927317.141,-74.30744934,
1942315.64,-75.04850769,
1957314.139,-73.63700867,
1972312.638,-76.65778351,
1987311.137,-74.81244659,
2002309.637,-74.15378571,
2017308.136,-74.80906677,
2032306.635,-73.48649597,
2047305.134,-73.03961945,
2062303.633,-72.22219086,
2077302.132,-73.46575165,
2092300.631,-71.83213806,
2107299.131,-72.28061676,
2122297.63,-71.04327393,
2137296.129,-70.44973755,
2152294.628,-69.76543427,
2167293.127,-69.9622345,
2182291.626,-70.7458725,
2197290.125,-68.18164063,
2212288.625,-71.38494873,
2227287.124,-68.90846252,
2242285.623,-69.59532166,
2257284.122,-67.75520325,
2272282.621,-67.95442963,
2287281.12,-68.58481598,
2302279.62,-68.07941437,
2317278.119,-69.21622467,
2332276.618,-67.36357117,
2347275.117,-69.04373169,
2362273.616,-68.16659546,
2377272.115,-70.80550385,
2392270.614,-71.00794983,
2407269.114,-71.28339386,
2422267.613,-74.06315613,
2437266.112,-75.08883667,
2452264.611,-78.39195251,
2467263.11,-77.66946411,
2482261.609,-77.38928223,
2497260.108,-77.38874054,
2512258.608,-77.29016876,
2527257.107,-76.46818542,
2542255.606,-77.18755341,
2557254.105,-77.88684082,
2572252.604,-73.52484894,
2587251.103,-73.28536224,
2602249.603,-71.60850525,
2617248.102,-73.35299683,
2632246.601,-72.71003723,
2647245.1,-71.9413681,
2662243.599,-72.8207016,
2677242.098,-70.27218628,
2692240.597,-71.10520935,
2707239.097,-68.85036469,
2722237.596,-68.51554108,
2737236.095,-67.42796326,
2752234.594,-67.61534882,
2767233.093,-66.76763916,
2782231.592,-66.23568726,
2797230.091,-68.25016785,
2812228.591,-67.43900299,
2827227.09,-67.8680954,
2842225.589,-67.36444092,
2857224.088,-67.50681305,
2872222.587,-67.34394836,
2887221.086,-68.21173859,
2902219.586,-67.50807953,
2917218.085,-67.38524628,
2932216.584,-70.01393127,
2947215.083,-68.70613098,
2962213.582,-67.20768738,
2977212.081,-66.20613861,
2992210.58,-65.57011414,
3007209.08,-66.2742157,
3022207.579,-64.99073792,
3037206.078,-62.16700745,
3052204.577,-64.43053436,
3067203.076,-61.36930084,
3082201.575,-61.94564056,
3097200.074,-60.29582214,
3112198.574,-58.55433655,
3127197.073,-59.64173889,
3142195.572,-57.49443817,
3157194.071,-58.27825928,
3172192.57,-57.74919891,
3187191.069,-58.28160858,
3202189.569,-57.49121857,
3217188.068,-58.82523346,
3232186.567,-59.66221619,
3247185.066,-59.50231934,
3262183.565,-60.90261078,
3277182.064,-61.00109863,
3292180.563,-62.26613617,
3307179.063,-64.42838287,
3322177.562,-66.23117828,
3337176.061,-68.50056458,
3352174.56,-69.8775177,
3367173.059,-70.01264191,
3382171.558,-71.64479828,
3397170.057,-71.96220398,
3412168.557,-74.06778717,
3427167.056,-73.27390289,
3442165.555,-75.1341095,
3457164.054,-74.30763245,
3472162.553,-72.20988464,
3487161.052,-73.85809326,
3502159.552,-73.44618225,
3517158.051,-74.70342255,
3532156.55,-76.54250336,
3547155.049,-76.18450928,
3562153.548,-75.45037079,
3577152.047,-75.73505402,
3592150.546,-75.336586,
3607149.046,-76.49249268,
3622147.545,-74.47216797,
