0.00E+00,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
6.67E-01,0,1
