freq,res11,ims11,res21,ims21,re12,im12,re22,im22
10000000,0.125533122651119,0.0988504890398535,0.688597440267171,-0.534658759105706,0.723565826280907,-0.543889261966735,0.1002137610839,0.0862281747390444
84950000,0.186984358537952,-0.0448319437921116,0.594320262956482,0.482489194449456,0.590088152742966,0.476007634953671,0.060851205393844,-0.134018218207224
159900000,0.0101000671389585,0.280485789089802,-0.467880923963697,0.499783679248107,-0.470981324094931,0.489433217109241,0.164922353349432,0.140174100865216
234850000,0.273915994488676,-0.219984167422527,-0.444939245609115,-0.40759265044431,-0.419946893167361,-0.390485851816708,-0.0147184727786594,-0.354934778200795
309800000,-0.275847965346553,0.127472486651239,0.405699491256369,-0.392824583659432,0.394759103434465,-0.353852276824437,0.0437206558041241,-0.0491641580785435
384750000,0.362212388627603,-0.00554238976923936,0.335172765636304,0.378249065625684,0.337841996471743,0.342226297553673,0.0386722964990378,-0.174444020998299
459700000,-0.374513306148844,-0.169715127546894,-0.330643057228314,0.295616295673097,-0.301022574268057,0.286125818874896,-0.125861709763327,-0.235680912600141
534650000,0.227590370051144,0.162220913068921,-0.253408153639456,-0.373559174129844,-0.25339133496945,-0.369472461034953,0.18191615810959,0.0856417789948397
609600000,-0.0936706920417382,-0.292433282783522,0.353067216479665,-0.212893090809621,0.339238275559441,-0.205825537879691,-0.220332433169415,-0.1263704784811
684550000,0.0479161574248844,0.191471991176742,0.169102132468202,0.366934583012056,0.164625997670723,0.355806886112471,0.128672778487151,0.0296586511027113
759500000,0.0437252525743657,-0.163115941563124,-0.347930498407751,0.149934566654256,-0.32693761991411,0.144489145173823,-0.149442546525727,-0.0095294571214263
834450000,0.0655238922306163,0.106555207103367,-0.110611315743984,-0.3392371006459,-0.111098970376107,-0.323083540524201,0.0668492057578346,-0.105122828955851
909400000,-0.0619105951455468,-0.02029281506658,0.331322397132613,-0.0931011215362346,0.318857061712375,-0.0927735235152383,0.0304777686609433,0.0420158558324444
984350000,0.115450543834321,0.141020781780728,0.0719222349604601,0.307784351573289,0.0786488075796331,0.29404127615785,-0.0542988972858449,-0.0676937217784881
1059300000,-0.181298607128028,-0.173934300178891,-0.29149900933992,0.0351023010433214,-0.277325241521928,0.0421805910248036,0.113346942300643,-0.0729522660053879
1134250000,0.121994032111334,0.231353838735278,-0.0116146137041228,-0.281238768352871,-0.0220842870881491,-0.276983152313921,0.0189560098320883,0.0158419009806341
1209200000,0.0124526978908345,-0.299987365349997,0.261198371481257,0.00439458913872406,0.257904813483335,0.00105118587706108,-0.0397192311367517,-0.0373622452156772
1284150000,-0.0803048694787155,0.355528087153059,-0.0310186337179094,0.236582385325174,-0.0338513498709882,0.236330692413599,0.072013719531695,-0.0932773198918711
1359100000,0.195343392338209,-0.301347938465255,-0.222793558537392,-0.0593706950019399,-0.211799029442191,-0.0557415759532064,-0.0880688081669164,-0.0328767202995606
1434050000,-0.195648915486183,0.218131082246506,0.0855410567286518,-0.208296148750549,0.0785724961794299,-0.200675803423499,0.198312496331299,-0.0646106532108202
1509000000,0.284465702775722,-0.0306442893084671,0.19721071433042,0.0961951255255683,0.192296461818685,0.0827023075110322,-0.160284435917906,0.0385119531331698
1583950000,-0.242350847635798,-0.00253942194814652,-0.118445381758365,0.173789160689394,-0.10954423680067,0.178564274681899,0.111216654381265,-0.102203557094328
1658900000,0.163957335347156,0.103608603176525,-0.169164616842864,-0.124868788544478,-0.170898186699117,-0.119142498397173,0.0261093248936205,0.0444848312296237
1733850000,-0.123560744576372,-0.177226554719257,0.127899018894989,-0.150095284309825,0.123638746520874,-0.149555952798671,-0.108683908920004,0.00804437398069205
1808800000,0.134755575679784,0.0638492575751828,0.127122492801427,0.141475611949949,0.126312159651572,0.134628998610292,0.127999051855212,-0.107439256061888
1883750000,-0.0739686875553749,-0.00949667472881752,-0.14358914183146,0.119324466100483,-0.138241639555463,0.120054700553229,-0.0764200953318635,0.0215336862441835
1958700000,0.162638101948932,-0.10193278193638,-0.0932180543488121,-0.142858568692415,-0.0956514444624271,-0.138337044973297,0.121196101774329,-0.0993060013859006
2033650000,-0.13399366838068,0.0575040781213987,0.146363032955196,-0.0846594982732627,0.139775811982691,-0.0889344401660602,0.0220030022852515,0.0567458574989433
2108600000,0.27550279645156,0.00715067444479411,0.0688863369464182,0.136700832544132,0.072473447293378,0.132462273145898,-0.0578897941593397,-0.121315669777369
