Freq,res11,ims11,res21,im21,res12,im12,res22,im22
8794980000,-0.0991556329176317,0.110225855709867,0.656175707822956,0.514964041336598,0.660583742708888,0.517604652886261,-0.0862170225540877,0.0972131914187032
8881960000,-0.0113799192660396,-0.0125499789736334,0.642246987646277,-0.541124165121738,0.646401205237768,-0.544369702349117,-0.0184956671716526,0.00232313018001613
8968940000,-0.147416280651664,0.0760354168336571,-0.387409566676385,-0.729651884021817,-0.388620722288936,-0.735314912075965,-0.113687577638735,0.0653720618668372
9055920000,0.0261484800958547,0.0594380156681733,-0.804241073528149,0.218748763263625,-0.808045566506655,0.220140195519319,-0.00555917466670625,0.0561332261254482
9142900000,-0.143157237737582,0.00718364391227177,0.0495853377403756,0.825046382645089,0.0533542397853382,0.82840066017338,-0.106004996368339,0.0237689984648648
9229880000,-0.0255160300716189,0.133604452993227,0.814129288266749,0.142026444786895,0.820929228978356,0.133951758163036,-0.0306463239206297,0.11104472758884
9316860000,-0.0589732636849493,-0.0129374594346205,0.306685545775471,-0.776562068104449,0.297360399206353,-0.786335369876006,-0.0466397892113712,0.00210057911149864
9403840000,-0.0966093576467776,0.137513239176882,-0.685396050152986,-0.462441180430473,-0.696272401034201,-0.455856196471642,-0.0871076711620681,0.118317071454244
9490820000,0.0137594252525824,0.0373894124336763,-0.603734878497432,0.583250480314569,-0.601659182258082,0.592332528450396,0.00928069627578904,0.0344718377045995
9577800000,-0.143472537760057,0.0964511895687743,0.447030134151094,0.699303767772752,0.451298910375005,0.700552316816004,-0.127223908967843,0.0903617848074749
9664780000,0.0300421396110253,0.119549760046336,0.785264484153772,-0.284174625341449,0.789285795071379,-0.28538338624287,0.0200889505934919,0.113485414080746
9751760000,-0.121436599859575,0.0338157723952058,-0.130937576501887,-0.826589877294404,-0.128091824079257,-0.830185382559743,-0.107049456234935,0.0474786605102028
9838740000,-0.0291586316596767,0.183339233292332,-0.82654485816707,-0.0560366390821326,-0.828163107208183,-0.0592228590508331,-0.0182438078919818,0.17883554108355
9925720000,-0.0279718499116056,0.0273358121571574,-0.2257714156924,0.813051487038104,-0.226184959891888,0.812692361328097,-0.020127448983434,0.0256928420004089
10012700000,-0.0960542948851939,0.192138456892785,0.723684398462809,0.387981075136581,0.736195332187547,0.370962676519849,-0.095621767538258,0.187606540531653
10099680000,0.076283116625559,0.091700299470323,0.551741319550925,-0.626440968723909,0.533698413307004,-0.6442965181529,0.0670725511612682,0.101404650021151
10186660000,-0.129972936585056,0.112212294833065,-0.508687061807088,-0.653269292551731,-0.529650621257694,-0.6400218003428,-0.103721551745352,0.127651356637278
10273640000,0.0646094216334974,0.188057182885461,-0.749014672909535,0.339444842346111,-0.739634648527566,0.365551091895431,0.0769554177285281,0.176915418994934
10360620000,-0.0702636345013622,0.0450310387922301,0.192549533767117,0.812549204781623,0.225467335834027,0.809163087480121,-0.0514279166913506,0.0568979534164828
10447600000,-0.0029100708127355,0.239904214691735,0.81150848592683,-0.00889014818207676,0.814336727908715,-0.0443727734720081,0.018207954533733,0.23260346452817
10534580000,0.0534443695688822,0.0360563327045058,0.167195556896042,-0.816737410073713,0.142057739535662,-0.824131749143481,0.0629797752728915,0.0574729983171767
10621560000,-0.0898580985004421,0.20556883055713,-0.752294714180835,-0.310782178013259,-0.764239405221347,-0.287961137307974,-0.0424917420587452,0.2086711762459
10708540000,0.129014124724194,0.144781557044898,-0.486230194184132,0.657544823450434,-0.465784172231328,0.674692628916512,0.158703630237074,0.112802782183474
10795520000,-0.0648344876166211,0.127345515889926,0.567068596143953,0.601546915449563,0.58651339522023,0.586396592136587,-0.0765315360558724,0.0949554321221023
10882500000,0.112865848316105,0.215367000338913,0.701544664223218,-0.398834184719217,0.687877892814463,-0.430337917982362,0.12378864080547,0.199336067618189
10969480000,0.00810225266401708,0.0444394441873431,-0.254133546800951,-0.79185912747512,-0.293210377497091,-0.782188142273146,0.0107974198987299,0.0319767820206604
11056460000,0.029529169660146,0.246273603654832,-0.799282444713631,0.0955746803778482,-0.799289059294678,0.119049675106123,0.0496809357024306,0.231024819029071
11143440000,0.132834903777412,0.0464178894122724,-0.0985670223362491,0.816346874356306,-0.0739338883030365,0.820634846215392,0.135482991872931,0.057914001024446
11230420000,-0.0468589984197983,0.192177767452551,0.777444558939024,0.240299187147861,0.786659850305892,0.211358515060215,-0.0140703895539882,0.185555855940668
11317400000,0.186813539249948,0.145392944350156,0.412006542612272,-0.691134227110322,0.399269154871228,-0.701000014431406,0.206311055955123,0.12833198612792
11404380000,-0.0285036660294445,0.100475707345052,-0.61910173542208,-0.544430133991054,-0.629416221515937,-0.536833838189332,-0.026830796669131,0.0830316072054542
11491360000,0.148584889823111,0.234405067399351,-0.644295479040642,0.462030521511228,-0.633804697306851,0.481845392700793,0.186319776497275,0.210144909068204
11578340000,0.0846583157842697,0.0328872818546423,0.316527848773157,0.760333353289783,0.344650862602711,0.751037193626908,0.0784225087430564,-5.46558069345213E-4
11665320000,0.0555144158897384,0.243881615110103,0.77923712072128,-0.173095994180737,0.775030205090768,-0.19258674160189,0.103842444510181,0.220996093898495
11752300000,0.208394219891663,0.0659326189059552,0.0239620003879389,-0.804035904964504,0.0135296115582681,-0.803905874075967,0.218223934084571,0.0201273123101662
11839280000,0.00539013032861567,0.159368297386941,-0.797376226521323,-0.164506364654947,-0.801170634310502,-0.150598181851667,0.0227134015065024,0.138587857750698
11926260000,0.254530514930951,0.162305660596757,-0.339376769288588,0.70654412971872,-0.323143425692849,0.715418233670754,0.286913017615145,0.110013733962055
12013240000,0.0701656619544846,0.0269760357785875,0.652197113829274,0.497557259647594,0.662184200372891,0.491643407884319,0.046233889836847,-0.0234119107902002
12100220000,0.170150586726748,0.208176622379586,0.592341298315682,-0.52583939694666,0.584980453691937,-0.535299312934158,0.219997843673323,0.157778436397929
12187200000,0.176643922004399,0.00127747048900725,-0.373394256469201,-0.71696137967896,-0.388614132080651,-0.709180395494006,0.14456096436557,-0.0885490689959317
12274180000,0.099288129899619,0.174833918273174,-0.767505766279616,0.24477482352982,-0.764912782193298,0.256567573839569,0.0975563767710458,0.148148379694875
12361160000,0.243989682307324,0.0343967538202454,0.0535485465631422,0.792646081708243,0.0576131557544189,0.793384885040037,0.244926167583278,-0.0314272041828264
12448140000,0.0712372292824212,0.0935965831560727,0.809301037608316,0.0974405616756992,0.814343230802897,0.0852713334124219,0.0139819320124786,0.059928671998255
12535120000,0.265818443170534,0.10006752098454,0.262563424576719,-0.737608624834457,0.251872045691778,-0.745840612311345,0.274503119432564,0.0813039243536539
12622100000,0.101084498760028,-0.0361878506543408,-0.68776423482105,-0.435401491237861,-0.692899008529166,-0.428964955326572,0.0710743796548191,-0.0695689161801271
12709080000,0.18247975294563,0.167653874806626,-0.536499728262791,0.582765351012138,-0.535077097471522,0.586380111457838,0.209524745233272,0.120895067473555
12796060000,0.202709257265254,-0.0513398130233677,0.434614471879862,0.67122121544695,0.440268347417916,0.668620163980849,0.161425486166218,-0.118809473007095
12883040000,0.123199171160096,0.137918890410107,0.740442402606611,-0.31485423385306,0.737530291114809,-0.325710607421767,0.0895570947803307,0.124796817939836
12970020000,0.275335398740884,-0.0266757182907697,-0.125112561327946,-0.772221845075484,-0.131938181528156,-0.774426628480213,0.273295231770607,-0.0434770997976463
