#  HZ   S   RI   R     50.00 
! Rohde & Schwarz Vector Network Analyzer 
! Rohde-Schwarz,ZNA43-2Port,1332450042101266,2.10
! Created: UTC 11/25/2021, 10:04:07 AM
! freq[Hz]                re:S11                  im:S11                  re:S21                  im:S21                  re:S12                  im:S12                  re:S22                  im:S22
 9.828450000000000E9     1.665321769855128E-2   -1.850290875461303E-1    2.432818011809700E-3   -9.693614970177190E-4    2.193182897414514E-3   -1.298725596154900E-3   -4.720929353735046E-2   -1.853114179852088E-1
 9.903400000000000E9    -1.404771539630365E-1    1.003486945876984E-1    1.048835419854464E-3    2.321763881328473E-3    1.424182015593704E-3    2.122823972521411E-3   -3.622771304157987E-2    1.100020385810080E-1
 9.978350000000000E9     1.555946405527324E-1   -3.620735360097124E-2   -2.051416251878253E-3    8.971355302325344E-4   -1.718604962750595E-3    1.338602186638369E-3    1.294231219129944E-1   -4.916038195893075E-2
 1.005330000000000E+10  -1.591731949576911E-1   -1.024760744287707E-1   -4.344074751768271E-4   -1.592885648394846E-3   -9.353401115587981E-4   -1.231984137187066E-3   -7.964077710850512E-2   -1.030727238653143E-1
 1.012825000000000E+10   4.513992876093764E-2    1.324008022929904E-1    1.199796775451965E-3    1.187409818947622E-4    1.018846218382139E-3   -1.457316811438750E-4    8.483885341746810E-3    1.296895756213488E-1
 1.020320000000000E+10   2.189167289640292E-2   -1.652896117793646E-1   -6.469701091974465E-4    9.264267097970237E-4   -3.752975209125863E-4    1.112491416893516E-3    1.432616649392043E-1   -1.760195406580591E-1
 1.027815000000000E+10  -1.436743203673627E-1    7.120494310385059E-2   -1.006265097551829E-3   -1.083323732138820E-3   -1.238496897024043E-3   -6.293388363022320E-4   -2.346192195012230E-1    2.633605075499407E-2
 1.035310000000000E+10   1.187917330993210E-1    1.940417671199380E-2    1.418274921893536E-3   -1.207799922566193E-3    9.835135602808760E-4   -1.492460107451582E-3    2.557437766180029E-1    6.421880432185088E-2
 1.042805000000000E+10  -8.617097451057631E-2   -1.139528335999367E-1    1.081626920005471E-3    1.493873202351772E-3    1.485420716493452E-3    1.119986669778244E-3   -1.870412658771549E-1   -2.445976281621024E-1
 1.050300000000000E+10  -3.732571915370188E-2    1.287861666859025E-1   -1.559496502960550E-3    1.043066190845867E-3   -1.083356749399955E-3    1.316214746911274E-3    3.698453862436073E-2    2.642552552901901E-1
 1.057795000000000E+10   1.075180358934534E-1   -7.896937139504621E-2   -8.951847697256537E-4   -1.521564115094290E-3   -1.330065250845168E-3   -1.167407094816005E-3    9.717074402585180E-2   -2.701222527278664E-1
 1.065290000000000E+10  -1.461649310334320E-1   -2.645342056332888E-2    1.621332904130532E-3   -8.116262635835731E-4    1.190379277178274E-3   -1.108801282490195E-3   -2.215458582792014E-1    1.182717805268388E-1
 1.072785000000000E+10   7.939602612777670E-2    1.166518854863806E-1    7.407526366781999E-4    1.504273958815272E-3    1.113096576611765E-3    1.099491021489527E-3    2.155738358479922E-1    5.902279373566400E-3
 1.080280000000000E+10   4.962797504436505E-3   -1.438199992337865E-1   -1.088686392787907E-3    5.414943628736370E-4   -8.079444271096217E-4    9.163584853354944E-4   -1.492584342238478E-1   -1.428007509881579E-1
 1.087775000000000E+10  -1.159605324887290E-1    1.218820633822258E-1   -2.644596991100350E-4   -1.078754503300298E-3   -4.771968068141848E-4   -9.679226100265995E-4   -7.069295691954679E-3    1.624100463020310E-1
 1.095270000000000E+10   1.725731530315905E-1    1.043093292783499E-3    1.028069278877351E-3    5.919118918542597E-5    1.037913417967303E-3   -3.116912999698241E-4    1.168625640027565E-1   -1.201763616700430E-1
 1.102765000000000E+10  -1.455534634148460E-1   -8.483607302095876E-2   -4.066007861265086E-4    1.094841905572274E-3   -2.103824131515458E-4    9.284773483418930E-4   -1.767615422189788E-1   -1.109203358586259E-2
 1.110260000000000E+10   7.002392913258373E-2    1.914015837020170E-1   -9.490558118601352E-4   -6.136725627601460E-4   -9.545435524101971E-4   -1.852367186127255E-4    9.329700808429782E-2    1.077745212258465E-1
 1.117755000000000E+10   6.295359777277564E-2   -1.652980444545325E-1    6.487881669636371E-4   -8.676264686393537E-4    3.293326680637184E-4   -1.042494240726897E-3    1.664052132655471E-2   -1.453482996663616E-1
 1.125250000000000E+10  -1.366840037641492E-1    1.375541704698141E-1    8.920007056862651E-4    7.032815319606795E-4    1.025241806950813E-3    5.720634349211327E-4   -1.664834395321669E-1    8.282408852371211E-2
 1.132745000000000E+10   2.040506081866726E-1    8.269302870954192E-3   -9.523997440920606E-4    9.533497026565264E-4   -6.882116755250409E-4    1.013240287285442E-3    1.946516291776285E-1    7.547941223758119E-2
 1.140240000000000E+10  -1.424955191053709E-1   -7.895853372697792E-2   -7.113418733152814E-4   -7.162011041353326E-4   -8.402444811591314E-4   -6.205715935370274E-4   -1.394192226210588E-1   -2.075910158629846E-1
 1.147735000000000E+10   8.820507129267360E-2    1.875823271415351E-1    9.424417947421811E-4   -7.645333929412595E-4    6.291680592948425E-4   -8.404866879278862E-4   -2.631412723600612E-2    3.023757871610940E-1
 1.155230000000000E+10   6.205862095835896E-2   -1.612927981278534E-1    6.117138333682535E-4    8.268546811638206E-4    5.987499024172218E-4    6.728194419007078E-4    1.911507902639136E-1   -2.452330147572603E-1
 1.162725000000000E+10  -1.146053715228115E-1    1.440608674162035E-1   -8.682888019042073E-4    4.437793194350999E-4   -6.052947255951681E-4    5.501598790014258E-4   -3.265547090749574E-1    1.187551670248948E-1
 1.170220000000000E+10   2.088994887764814E-1   -1.698366525673194E-2   -2.021269901015757E-4   -7.330902602962318E-4   -4.887541401479270E-4   -6.575526890939298E-4    3.330393314959327E-1    1.340380120866840E-1
 1.177715000000000E+10  -1.659267625657182E-1   -7.958734393008460E-2    7.408730546285460E-4   -2.726557425878322E-4    6.351027161433188E-4   -4.542276408735868E-4   -1.924349256562814E-1   -2.727902336571716E-1
 1.185210000000000E+10   1.221930933989977E-1    2.031120214273613E-1    1.055945421574557E-4    5.580028658971185E-4    2.800563300862313E-4    6.026208227379162E-4   -6.491051796249958E-3    3.558178485014561E-1
 1.192705000000000E+10   4.553865562766932E-2   -2.223592095726813E-1   -5.239510281484283E-4   -8.378297558236430E-5   -4.756403724978194E-4    6.510482233225777E-5    2.209436892188096E-1   -2.397179805350382E-1
 1.200200000000000E+10  -1.366523894094494E-1    2.023979939823125E-1    2.141960071208905E-4   -4.010031276630326E-4    6.962562585255352E-5   -5.091198114006356E-4   -3.126589479943069E-1    8.817626756374200E-2
 1.207695000000000E+10   2.813591369888057E-1   -7.388726199090194E-2    3.174057960252169E-4    2.701200234586069E-4    3.927123683003821E-4    2.057267714083816E-4    2.921367066249169E-1    1.573000662610801E-1
 1.215190000000000E+10  -2.573401699585209E-1   -9.274338155387719E-2   -4.283732575995831E-4    3.851174132129227E-4   -3.341531186030503E-4    3.198381936783100E-4   -1.209264002994963E-1   -2.497381319685090E-1
 1.222685000000000E+10   2.168399072555293E-1    2.244673627504661E-1   -4.469166694043947E-4   -5.334389506142785E-4   -4.299366803474842E-4   -5.039108268764134E-4   -3.088235540865814E-2    3.027111042560215E-1
 1.230180000000000E+10  -2.241371606656934E-2   -3.366893221413455E-1    5.211728419111741E-4   -4.465359402399603E-4    4.247730774268180E-4   -3.546159639924778E-4    2.302981979387880E-1   -1.773863204422437E-1
 1.237675000000000E+10  -1.392150461051483E-1    3.013672530124566E-1    5.130193237750996E-4    4.298595765331350E-4    3.820052622334810E-4    3.156257084651579E-4   -2.551645021420483E-1    2.797708952813819E-2
 1.245170000000000E+10   3.333449033853771E-1   -1.926951444469057E-1   -4.498256451516996E-4    5.127214094853215E-4   -2.044451395649377E-4    3.868755003250140E-4    2.452566601804427E-1    1.595186473216827E-1
 1.252665000000000E+10  -3.600159577604720E-1   -6.376575239988616E-2   -2.860720382392433E-4   -4.610317039280503E-4   -3.593475312110055E-4   -2.504199873150971E-4   -6.978446294299723E-2   -2.464927577359532E-1
 1.260160000000000E+10   3.052621145335792E-1    2.139156628094529E-1    2.197749098769273E-4   -2.217446102011251E-4    1.070330576759860E-4   -1.828912664315589E-4   -4.177659938869508E-2    2.447285662569585E-1
 1.267655000000000E+10  -8.702218541863141E-2   -4.040936929904578E-1    2.007403486277947E-4    3.004746666466161E-4    1.620897587551244E-4    1.258610438512149E-4    1.922410082402718E-1   -1.420778345252438E-1
 1.275150000000000E+10  -1.292567100435019E-1    3.401847417663864E-1   -2.277158973276476E-4    1.328852746231023E-4   -2.489674248254916E-4    2.422619241813629E-4   -1.717906407308916E-1    6.488799751615333E-3
 1.282645000000000E+10   3.265387459044545E-1   -2.591727507465242E-1   -2.420058158567842E-5   -2.431154773969905E-4   -8.168858577053952E-5    4.019081694223233E-5    1.568830289612506E-1    1.108979379502446E-1
 1.290140000000000E+10  -3.902323196144540E-1   -5.513826230374337E-2    1.276552233402424E-5    1.946874268000734E-5   -8.845418295178018E-5    1.118916584936612E-4    9.624632755981851E-3   -1.806487872223355E-1
 1.297635000000000E+10   3.079594601463980E-1    1.997023861362208E-1   -1.505479922013790E-4    5.078022936192509E-5   -2.117181054053729E-4    1.654634779306885E-4   -7.732080936710600E-2    1.385907170923141E-1
 1.305130000000000E+10  -1.002033035494853E-1   -4.020212211775650E-1    1.282654693743614E-4   -1.137348422465293E-4    1.120675010936838E-4   -1.253617409504562E-4    1.984080726101836E-1   -6.570274611252094E-2
 1.312625000000000E+10  -1.484032138669468E-1    3.108926066750764E-1    2.083515431803608E-4    1.862016685950809E-4    3.306589933302802E-4    7.907028001073854E-5   -1.380480738446864E-1   -8.959997598729431E-2
 1.320120000000000E+10   3.174392533504674E-1   -2.176969113841316E-1   -1.904327872433452E-4    2.992574341624507E-4   -2.917394280758814E-4    5.233505965919345E-4    1.052528367582862E-1    1.296248094366942E-1
 1.327615000000000E+10  -3.676793259927489E-1   -1.054391332291100E-1   -3.300821215667835E-4   -1.888363231438533E-4   -4.552129120459984E-4   -1.818043642154920E-4    5.169365557598982E-2   -1.952168248775160E-1
 1.335110000000000E+10   2.338346748271178E-1    2.602738584940556E-1    2.255540697302686E-4   -3.907578290099788E-4    1.638429003552813E-4   -3.773697449815008E-4   -1.182966578892241E-1    8.407308637277744E-2
 1.342605000000000E+10   6.588832850536329E-3   -4.087760772256059E-1    2.473281134439649E-4    1.939818504508670E-4    4.663247476820330E-4    1.416732047194988E-4    1.926889730589801E-1   -4.129735566211847E-2
 1.350100000000000E+10  -2.719140810971312E-1    2.480648763820619E-1   -2.114241888049317E-4    2.171466128409707E-4   -1.258986038252252E-4    3.138184265958311E-4   -1.463721101963822E-1   -1.216442988788211E-1
 1.357595000000000E+10   3.855823640546269E-1   -9.477268428227616E-2   -3.228173667622150E-4   -2.517452831704962E-4   -4.085055212925328E-4   -9.110359672085823E-6    8.469399407919356E-2    1.400672618070458E-1
 1.365090000000000E+10  -3.602202364457495E-1   -2.423027967513839E-1    3.544521742042825E-4   -2.790076788327998E-4    1.400035905189924E-4   -3.302948487544563E-4    5.263248976201290E-2   -1.998722070859484E-1
 1.372585000000000E+10   1.214236205148727E-1    3.873022308199111E-1    1.510533838850446E-4    2.294905477522386E-4    1.655199236914528E-4    2.063574673409538E-4   -1.182809044179779E-1    7.580728808675499E-2
 1.380080000000000E+10   1.384034418985043E-1   -4.353702060533780E-1   -2.161446193800287E-4    2.117472958370153E-4   -2.202647718278638E-4    2.170290496723818E-4    1.678035592666468E-1   -4.314211250930201E-2
 1.387575000000000E+10  -4.194067356653730E-1    1.906106044119051E-1   -1.057533108677405E-4   -1.455727200063488E-4   -1.994734387984903E-4   -1.653412115435887E-4   -1.137195561797819E-1   -1.277463256381806E-1
 1.395070000000000E+10   4.426660587589638E-1    7.587050694107522E-2    2.313999401028856E-4   -3.408166313861364E-5    1.736379944508283E-4   -1.638837975075866E-4    2.651019504892595E-2    9.449948411489958E-2
 1.402565000000000E+10  -3.207674450477090E-1   -3.665284107165931E-1   -7.728634823364345E-5    1.737458998224760E-4    1.768500006830895E-4    1.239771421555434E-4    5.227084860734325E-2   -1.528924616026079E-1
 1.410060000000000E+10  -2.595709361000959E-2    4.793536951417577E-1   -1.296308836278481E-4   -1.322094061675508E-4   -1.849604161355434E-4   -3.671328655362087E-5   -1.484449006075210E-1    2.987442691177750E-2
 1.417555000000000E+10   2.789866571473161E-1   -3.868680581776128E-1    3.139530453492346E-5   -2.226525502694823E-4   -2.436636467609640E-5   -2.102787597518083E-4    1.501749773440691E-1    1.465613778198080E-2
 1.425050000000000E+10  -4.910453592755507E-1    1.057989828094801E-1    1.763055204928506E-4    1.123640799199783E-4    1.220874702999866E-4    6.402881471341090E-5   -1.376637444492416E-1   -1.628380609300049E-1
 1.432545000000000E+10   4.188760483434407E-1    2.240736911898770E-1   -1.314162949137250E-4    1.399934008669070E-4   -2.893092697419149E-4    1.665504838608937E-4    1.299275745122013E-2    1.903994157725617E-1
 1.440040000000000E+10  -2.295924892259573E-1   -4.243830859096202E-1   -5.837313680621608E-6   -2.548445407425440E-4   -2.668255778678333E-5   -2.964813474704936E-4    7.465084042958833E-2   -2.204043688926467E-1
 1.447535000000000E+10  -1.366696537404997E-1    4.655138000456627E-1    5.618064158482693E-5    2.859377809799055E-5    3.708504974002401E-4   -7.701495890505779E-5   -2.007936806438158E-1    1.258455475446472E-1
 1.455030000000000E+10   3.471985969990299E-1   -2.756056493233978E-1   -9.133820488567349E-5    3.305415650951645E-4    1.677343359485078E-4    2.186732093540981E-4    2.290494245123734E-1   -4.635675130026775E-2
 1.462525000000000E+10  -4.682198923947210E-1    1.288378542773338E-2   -2.877684850488724E-4    3.646880505918994E-5   -2.481257868209618E-4    8.016416051664837E-5   -2.512070402110519E-1   -1.130469315644025E-1
 1.470020000000000E+10   3.236479359567238E-1    2.934454851908774E-1    3.255717762901625E-5   -3.380300545202565E-4   -2.562192816987934E-5   -9.430957055792418E-5    1.113104507642954E-1    2.081076472589766E-1
 1.477515000000000E+10  -1.163706303911510E-1   -4.069047561756398E-1    2.984301908541616E-4    6.975995916398010E-6    4.008101589628609E-4   -3.925310340766124E-5   -9.918196924484861E-3   -2.369823188324559E-1
 1.485010000000000E+10  -2.036822405633085E-1    3.831145491840250E-1   -6.904983900487294E-5    2.441204918339210E-4    1.260511754781495E-4    2.405123747828837E-4   -1.538718974281393E-1    1.764813068713154E-1
 1.492505000000000E+10   3.499175025051390E-1   -1.551552178796886E-1   -2.675703572615871E-4   -4.778067421415316E-5   -2.511083894466279E-4   -1.458388069636804E-5    1.832992263649857E-1   -6.423443110784463E-2
 1.500000000000000E+10  -4.020374083517122E-1   -6.596401100516636E-2   -4.114455278051283E-5   -1.667772555887614E-4    7.310675300172106E-5   -2.673614008982245E-4   -2.162924620281677E-1   -6.818265035839990E-2
